,source,dbType,source_type,jobType,run_time,total_objects_count,avg_object_run_time,avg_run_time,max_run_time,min_run_time,std_run_time,avg_table_run_time,max_table_run_time,min_table_run_time
9673,SAP Corp,sap,db,hive,50,1,45.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9674,SAP Corp,sap,db,raw,231,10,38.6000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9675,SAP Corp,sap,db,hive,432,1,325.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9676,SAP Corp,sap,db,raw,282,10,43.3000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9677,SAP Corp,sap,db,hive,501,1,498.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9678,SAP Corp,sap,db,raw,263,10,42.4000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9679,SAP Corp,sap,db,hive,52,1,48.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9680,SAP Corp,sap,db,raw,263,10,42.6000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9681,SAP Corp,sap,db,hive,70,1,66.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9682,SAP Corp,sap,db,raw,244,10,41.8000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9683,SAP Corp,sap,db,hive,47,1,41.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9684,SAP Corp,sap,db,raw,299,10,48.1000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9685,SAP Corp,sap,db,hive,113,1,74.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9686,SAP Corp,sap,db,raw,284,10,45.5000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9687,SAP Corp,sap,db,hive,74,1,70.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9688,SAP Corp,sap,db,raw,434,10,60.4000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9689,SAP Corp,sap,db,hive,51,1,48.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9690,SAP Corp,sap,db,raw,338,10,51.3000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9691,SAP Corp,sap,db,hive,45,1,41.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9692,SAP Corp,sap,db,raw,339,10,51.0000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9693,SAP Corp,sap,db,hive,56,1,52.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9694,SAP Corp,sap,db,raw,366,10,51.8000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9695,SAP Corp,sap,db,hive,79,1,76.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9696,SAP Corp,sap,db,raw,284,10,44.3000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9697,SAP Corp,sap,db,hive,45,1,41.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9698,SAP Corp,sap,db,raw,244,10,39.7000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9699,SAP Corp,sap,db,hive,79,1,75.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9700,SAP Corp,sap,db,raw,337,10,50.4000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9701,SAP Corp,sap,db,hive,83,1,79.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9702,SAP Corp,sap,db,raw,279,10,43.9000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9703,SAP Corp,sap,db,hive,45,1,40.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9704,SAP Corp,sap,db,raw,248,10,39.8000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9705,SAP Corp,sap,db,hive,44,1,41.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9706,SAP Corp,sap,db,raw,274,10,44.8000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9707,SAP Corp,sap,db,hive,49,1,46.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9708,SAP Corp,sap,db,raw,246,10,40.6000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9709,SAP Corp,sap,db,hive,58,1,53.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9710,SAP Corp,sap,db,raw,294,10,46.6000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9711,SAP Corp,sap,db,hive,47,1,41.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9712,SAP Corp,sap,db,raw,241,10,40.2000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9713,SAP Corp,sap,db,hive,46,1,42.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9714,SAP Corp,sap,db,raw,255,10,42.9000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9715,SAP Corp,sap,db,hive,66,1,61.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9716,SAP Corp,sap,db,raw,358,10,50.6000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9717,SAP Corp,sap,db,hive,70,1,65.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9718,SAP Corp,sap,db,raw,301,10,45.8000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9719,SAP Corp,sap,db,hive,82,1,77.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9720,SAP Corp,sap,db,raw,317,10,46.6000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9721,SAP Corp,sap,db,hive,83,1,80.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9722,SAP Corp,sap,db,raw,390,10,56.3000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9723,SAP Corp,sap,db,hive,85,1,81.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9724,SAP Corp,sap,db,raw,411,10,57.8000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9725,SAP Corp,sap,db,hive,34,1,30.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9726,SAP Corp,sap,db,raw,160,10,28.9000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9727,SAP Corp,sap,db,hive,34,1,29.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9728,SAP Corp,sap,db,raw,140,10,27.1000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9729,SAP Corp,sap,db,hive,37,1,31.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9730,SAP Corp,sap,db,raw,136,10,25.7000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9731,SAP Corp,sap,db,hive,40,1,36.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9732,SAP Corp,sap,db,raw,145,10,27.6000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9733,SAP Corp,sap,db,hive,36,1,31.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9734,SAP Corp,sap,db,raw,142,10,27.1000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9735,SAP Corp,sap,db,hive,35,1,27.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9736,SAP Corp,sap,db,raw,135,10,25.6000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9737,SAP Corp,sap,db,hive,30,1,26.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9738,SAP Corp,sap,db,raw,164,10,31.0000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9739,SAP Corp,sap,db,hive,33,1,29.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9740,SAP Corp,sap,db,raw,133,10,25.6000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9741,SAP Corp,sap,db,hive,33,1,30.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9742,SAP Corp,sap,db,raw,134,10,26.0000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9743,SAP Corp,sap,db,hive,37,1,33.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9744,SAP Corp,sap,db,raw,129,10,24.7000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9745,SAP Corp,sap,db,hive,35,1,30.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9746,SAP Corp,sap,db,raw,140,10,26.8000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9747,SAP Corp,sap,db,hive,34,1,30.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9748,SAP Corp,sap,db,raw,129,10,25.2000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9749,SAP Corp,sap,db,hive,33,1,30.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9750,SAP Corp,sap,db,raw,136,10,26.2000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9751,SAP Corp,sap,db,hive,37,1,33.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9752,SAP Corp,sap,db,raw,138,10,25.9000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9753,SAP Corp,sap,db,hive,34,1,31.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9754,SAP Corp,sap,db,raw,146,10,27.0000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9755,SAP Corp,sap,db,hive,33,1,29.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9756,SAP Corp,sap,db,raw,136,10,26.2000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9757,SAP Corp,sap,db,hive,31,1,28.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9758,SAP Corp,sap,db,raw,142,10,26.9000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9759,SAP Corp,sap,db,hive,33,1,30.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9760,SAP Corp,sap,db,raw,148,10,28.0000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9761,SAP Corp,sap,db,hive,34,1,31.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9762,SAP Corp,sap,db,raw,128,10,24.6000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9763,SAP Corp,sap,db,hive,31,1,27.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9764,SAP Corp,sap,db,raw,133,10,25.5000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9765,SAP Corp,sap,db,hive,34,1,30.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9766,SAP Corp,sap,db,raw,139,10,26.1000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9767,SAP Corp,sap,db,hive,31,1,27.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9768,SAP Corp,sap,db,raw,135,10,26.4000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9769,SAP Corp,sap,db,hive,32,1,28.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9770,SAP Corp,sap,db,raw,137,10,26.1000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9771,SAP Corp,sap,db,hive,34,1,31.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9772,SAP Corp,sap,db,raw,137,10,26.3000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9773,SAP Corp,sap,db,hive,32,1,28.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9774,SAP Corp,sap,db,raw,142,10,27.3000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9775,SAP Corp,sap,db,hive,29,1,26.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9776,SAP Corp,sap,db,raw,135,10,26.2000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9777,SAP Corp,sap,db,hive,30,1,26.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9778,SAP Corp,sap,db,raw,136,10,25.8000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9779,SAP Corp,sap,db,hive,34,1,29.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9780,SAP Corp,sap,db,raw,132,10,25.2000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9781,SAP Corp,sap,db,hive,34,1,29.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9782,SAP Corp,sap,db,raw,151,10,29.1000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9783,SAP Corp,sap,db,hive,32,1,28.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9784,SAP Corp,sap,db,raw,133,10,25.7000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9785,SAP Corp,sap,db,hive,31,1,27.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9786,SAP Corp,sap,db,raw,138,10,26.3000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9787,SAP Corp,sap,db,hive,34,1,29.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9788,SAP Corp,sap,db,raw,169,10,31.3000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9789,SAP Corp,sap,db,hive,36,1,31.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9790,SAP Corp,sap,db,raw,145,10,27.4000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9791,SAP Corp,sap,db,hive,31,1,28.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9792,SAP Corp,sap,db,raw,149,10,28.5000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9793,SAP Corp,sap,db,hive,34,1,31.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9794,SAP Corp,sap,db,raw,139,10,26.7000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9795,SAP Corp,sap,db,hive,34,1,30.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9796,SAP Corp,sap,db,raw,143,10,27.4000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9797,SAP Corp,sap,db,hive,36,1,32.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9798,SAP Corp,sap,db,raw,141,10,27.1000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9799,SAP Corp,sap,db,hive,31,1,26.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9800,SAP Corp,sap,db,raw,141,10,27.2000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9801,SAP Corp,sap,db,hive,31,1,27.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9802,SAP Corp,sap,db,raw,133,10,25.2000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9803,SAP Corp,sap,db,hive,31,1,27.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9804,SAP Corp,sap,db,raw,134,10,26.0000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9805,SAP Corp,sap,db,hive,34,1,29.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9806,SAP Corp,sap,db,raw,140,10,26.6000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9807,SAP Corp,sap,db,hive,33,1,29.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9808,SAP Corp,sap,db,raw,131,10,24.6000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9809,SAP Corp,sap,db,hive,32,1,29.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9810,SAP Corp,sap,db,raw,137,10,26.3000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9811,SAP Corp,sap,db,hive,33,1,29.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9812,SAP Corp,sap,db,raw,134,10,25.5000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9813,SAP Corp,sap,db,hive,36,1,31.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9814,SAP Corp,sap,db,raw,143,10,26.6000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9815,SAP Corp,sap,db,hive,31,1,28.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9816,SAP Corp,sap,db,raw,137,10,26.3000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9817,SAP Corp,sap,db,hive,37,1,32.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9818,SAP Corp,sap,db,raw,141,10,27.2000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9819,SAP Corp,sap,db,hive,32,1,28.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9820,SAP Corp,sap,db,raw,142,10,26.9000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9821,SAP Corp,sap,db,hive,37,1,33.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9822,SAP Corp,sap,db,raw,134,10,26.0000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9823,SAP Corp,sap,db,hive,33,1,29.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9824,SAP Corp,sap,db,raw,133,10,25.2000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9825,SAP Corp,sap,db,hive,40,1,34.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9826,SAP Corp,sap,db,raw,137,10,26.4000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9827,SAP Corp,sap,db,hive,37,1,32.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9828,SAP Corp,sap,db,raw,139,10,27.1000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9829,SAP Corp,sap,db,hive,35,1,31.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9830,SAP Corp,sap,db,raw,141,10,27.0000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9831,SAP Corp,sap,db,hive,31,1,28.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9832,SAP Corp,sap,db,raw,134,10,25.3000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9833,SAP Corp,sap,db,hive,36,1,31.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9834,SAP Corp,sap,db,raw,136,10,26.3000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9835,SAP Corp,sap,db,hive,125,1,121.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9836,SAP Corp,sap,db,raw,153,10,29.4000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9837,SAP Corp,sap,db,hive,35,1,31.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9838,SAP Corp,sap,db,raw,138,10,26.5000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9839,SAP Corp,sap,db,hive,41,1,36.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9840,SAP Corp,sap,db,raw,140,10,27.1000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9841,SAP Corp,sap,db,hive,39,1,31.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9842,SAP Corp,sap,db,raw,163,10,31.1000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9843,SAP Corp,sap,db,hive,36,1,31.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9844,SAP Corp,sap,db,raw,142,10,26.9000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9845,SAP Corp,sap,db,hive,38,1,31.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9846,SAP Corp,sap,db,raw,149,10,29.1000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9847,SAP Corp,sap,db,hive,41,1,36.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9848,SAP Corp,sap,db,raw,156,10,28.9000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9849,SAP Corp,sap,db,hive,41,1,37.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9850,SAP Corp,sap,db,raw,138,10,26.7000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9851,SAP Corp,sap,db,hive,37,1,33.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9852,SAP Corp,sap,db,raw,143,10,27.6000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9853,SAP Corp,sap,db,hive,54,1,44.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9854,SAP Corp,sap,db,raw,139,10,26.3000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9855,SAP Corp,sap,db,hive,65,1,39.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9856,SAP Corp,sap,db,raw,141,10,27.1000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9857,SAP Corp,sap,db,hive,43,1,36.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9858,SAP Corp,sap,db,raw,142,10,27.1000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9859,SAP Corp,sap,db,hive,37,1,31.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9860,SAP Corp,sap,db,raw,146,10,27.5000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9861,SAP Corp,sap,db,hive,38,1,36.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9862,SAP Corp,sap,db,raw,141,10,26.9000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9863,SAP Corp,sap,db,hive,36,1,31.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9864,SAP Corp,sap,db,raw,137,10,25.9000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9865,SAP Corp,sap,db,hive,36,1,32.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9866,SAP Corp,sap,db,raw,141,10,26.8000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9867,SAP Corp,sap,db,hive,39,1,32.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9868,SAP Corp,sap,db,raw,139,10,26.4000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9869,SAP Corp,sap,db,hive,34,1,30.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9870,SAP Corp,sap,db,raw,138,10,26.4000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9871,SAP Corp,sap,db,hive,38,1,33.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9872,SAP Corp,sap,db,raw,10,1,5.0000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9873,SAP Corp,sap,db,hive,34,1,28.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
9874,SAP Corp,sap,db,raw,143,10,26.8000,201.186868687,1504.0,10.0,122.416371905,34.829523663,98.8383838384,24.7055837563
9875,SAP Corp,sap,db,hive,40,1,36.0000,62.1616161616,880.0,29.0,97.840543028,53.5101010101,53.5101010101,53.5101010101
