,source,dbType,source_type,jobType,run_time,total_objects_count,avg_object_run_time,avg_run_time,max_run_time,min_run_time,std_run_time,avg_table_run_time,max_table_run_time,min_table_run_time
6107,Symix Pharr Whse,progress,db,hive,160,21,33.7619,253.775,824.0,42.0,163.04301388,49.3352490421,104.166666667,26.0
6108,Symix Pharr Whse,progress,db,raw,9540,387,64.8191,7593.2,9540.0,28.0,1303.72589527,55.7614987188,6081.52777778,22.6388888889
6109,Symix Pharr Whse,progress,db,hive,404,21,89.9524,253.775,824.0,42.0,163.04301388,49.3352490421,104.166666667,26.0
6110,Symix Pharr Whse,progress,db,raw,8387,387,56.3178,7593.2,9540.0,28.0,1303.72589527,55.7614987188,6081.52777778,22.6388888889
6111,Symix Pharr Whse,progress,db,hive,208,21,38.7143,253.775,824.0,42.0,163.04301388,49.3352490421,104.166666667,26.0
6112,Symix Pharr Whse,progress,db,raw,7846,387,58.0517,7593.2,9540.0,28.0,1303.72589527,55.7614987188,6081.52777778,22.6388888889
6113,Symix Pharr Whse,progress,db,hive,164,21,35.7619,253.775,824.0,42.0,163.04301388,49.3352490421,104.166666667,26.0
6114,Symix Pharr Whse,progress,db,raw,7735,387,53.0724,7593.2,9540.0,28.0,1303.72589527,55.7614987188,6081.52777778,22.6388888889
6115,Symix Pharr Whse,progress,db,hive,188,21,37.5714,253.775,824.0,42.0,163.04301388,49.3352490421,104.166666667,26.0
6116,Symix Pharr Whse,progress,db,raw,7563,387,50.5504,7593.2,9540.0,28.0,1303.72589527,55.7614987188,6081.52777778,22.6388888889
6117,Symix Pharr Whse,progress,db,hive,217,21,39.6190,253.775,824.0,42.0,163.04301388,49.3352490421,104.166666667,26.0
6118,Symix Pharr Whse,progress,db,raw,7958,387,51.8501,7593.2,9540.0,28.0,1303.72589527,55.7614987188,6081.52777778,22.6388888889
6119,Symix Pharr Whse,progress,db,hive,193,21,38.8095,253.775,824.0,42.0,163.04301388,49.3352490421,104.166666667,26.0
6120,Symix Pharr Whse,progress,db,raw,7476,387,51.1395,7593.2,9540.0,28.0,1303.72589527,55.7614987188,6081.52777778,22.6388888889
6121,Symix Juarez,progress,db,hive,163,20,33.4000,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6122,Symix Juarez,progress,db,raw,3395,387,32.6460,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6123,Symix Juarez,progress,db,hive,531,21,102.0952,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6124,Symix Juarez,progress,db,raw,3590,387,33.6486,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6125,Symix Juarez,progress,db,hive,728,21,148.6190,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6126,Symix Juarez,progress,db,raw,3679,387,33.7313,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6127,Symix Juarez,progress,db,hive,1555,21,357.3333,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6128,Symix Juarez,progress,db,raw,3757,387,34.7674,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6129,Symix Juarez,progress,db,hive,140,21,29.0476,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6130,Symix Juarez,progress,db,raw,3792,387,34.3695,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6131,Symix Juarez,progress,db,hive,158,21,32.8095,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6132,Symix Juarez,progress,db,raw,3826,387,34.5452,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6133,Symix Juarez,progress,db,hive,179,21,37.5714,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6134,Symix Juarez,progress,db,raw,3658,387,33.4858,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6135,Symix Juarez,progress,db,hive,347,21,72.0000,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6136,Symix Juarez,progress,db,raw,3882,387,34.1964,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6137,Symix Juarez,progress,db,hive,834,21,164.0952,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6138,Symix Juarez,progress,db,raw,3638,387,33.4832,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6139,Symix Juarez,progress,db,hive,1248,21,163.8571,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6140,Symix Juarez,progress,db,raw,3842,387,34.4109,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6141,Symix Juarez,progress,db,hive,1537,21,283.4286,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6142,Symix Juarez,progress,db,raw,3645,387,33.0646,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6143,Symix Juarez,progress,db,raw,3671,387,33.9251,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6144,Symix Juarez,progress,db,hive,156,21,31.7143,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6145,Symix Juarez,progress,db,raw,3561,387,32.5013,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6146,Symix Juarez,progress,db,hive,139,21,28.8571,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6147,Symix Juarez,progress,db,raw,3554,387,32.6693,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6148,Symix Juarez,progress,db,hive,155,21,29.8095,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6149,Symix Juarez,progress,db,raw,3503,387,31.5323,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6150,Symix Juarez,progress,db,hive,141,21,27.2381,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6151,Symix Juarez,progress,db,raw,3558,387,31.5478,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6152,Symix Juarez,progress,db,hive,216,21,45.0000,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6153,Symix Juarez,progress,db,raw,3811,387,32.8553,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6154,Symix Juarez,progress,db,hive,141,21,28.2857,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6155,Symix Juarez,progress,db,raw,3520,387,31.0801,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6156,Symix Juarez,progress,db,hive,134,21,27.0952,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6157,Symix Juarez,progress,db,raw,3560,387,31.2868,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6158,Symix Juarez,progress,db,hive,140,21,29.1905,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6159,Symix Juarez,progress,db,raw,3469,387,31.5090,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6160,Symix Juarez,progress,db,hive,138,21,29.0476,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6161,Symix Juarez,progress,db,raw,3522,387,31.6331,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6162,Symix Juarez,progress,db,hive,131,21,26.8095,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6163,Symix Juarez,progress,db,raw,3576,387,32.0904,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6164,Symix Juarez,progress,db,hive,131,21,26.9524,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6165,Symix Juarez,progress,db,raw,3395,387,31.2145,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6166,Symix Juarez,progress,db,hive,147,21,29.6190,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6167,Symix Juarez,progress,db,raw,3662,387,32.2972,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6168,Symix Juarez,progress,db,hive,1120,21,114.0000,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6169,Symix Juarez,progress,db,raw,3753,387,32.8140,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6170,Symix Juarez,progress,db,hive,216,21,44.2381,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6171,Symix Juarez,progress,db,raw,3624,387,31.8889,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6172,Symix Juarez,progress,db,hive,1208,21,213.5714,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6173,Symix Juarez,progress,db,raw,3505,387,31.3514,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6174,Symix Juarez,progress,db,hive,591,21,101.1905,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6175,Symix Juarez,progress,db,raw,4092,387,35.1835,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6176,Symix Juarez,progress,db,hive,1942,21,238.8095,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6177,Symix Juarez,progress,db,raw,4545,387,44.5142,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6178,Symix Juarez,progress,db,hive,1950,21,260.9048,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6179,Symix Juarez,progress,db,raw,4260,387,37.6434,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6180,Symix Juarez,progress,db,hive,1751,21,289.8571,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6181,Symix Juarez,progress,db,raw,4157,387,37.6848,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6182,Symix Juarez,progress,db,hive,145,21,29.7143,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6183,Symix Juarez,progress,db,raw,3603,387,32.5814,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6184,Symix Juarez,progress,db,hive,141,21,28.6667,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6185,Symix Juarez,progress,db,raw,3581,387,32.1085,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6186,Symix Juarez,progress,db,hive,143,21,29.2857,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6187,Symix Juarez,progress,db,raw,3508,387,32.7442,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6188,Symix Juarez,progress,db,hive,158,21,32.4762,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6189,Symix Juarez,progress,db,raw,3530,387,32.3643,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6190,Symix Juarez,progress,db,hive,172,24,31.1250,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6191,Symix Juarez,progress,db,raw,2587,369,24.5827,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6192,Symix Juarez,progress,db,hive,198,24,35.7500,489.425,1950.0,131.0,565.093571345,75.922173492,137.054054054,26.0
6193,Symix Juarez,progress,db,raw,2532,369,24.3767,3622.04878049,4545.0,2532.0,332.768941388,34.6930512427,2117.18421053,22.3684210526
6194,Symix Reynosa,progress,db,hive,275,21,48.3333,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6195,Symix Reynosa,progress,db,raw,18821,387,93.7261,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6196,Symix Reynosa,progress,db,hive,408,21,81.6667,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6197,Symix Reynosa,progress,db,raw,14568,387,81.5452,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6198,Symix Reynosa,progress,db,hive,287,21,60.7143,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6199,Symix Reynosa,progress,db,raw,6804,387,63.8656,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6200,Symix Reynosa,progress,db,hive,256,21,54.7619,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6201,Symix Reynosa,progress,db,raw,6533,387,60.9018,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6202,Symix Reynosa,progress,db,hive,1664,21,362.1905,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6203,Symix Reynosa,progress,db,raw,11058,387,73.6331,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6204,Symix Reynosa,progress,db,hive,327,21,47.4286,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6205,Symix Reynosa,progress,db,raw,8138,387,71.9819,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6206,Symix Reynosa,progress,db,hive,236,21,38.8571,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6207,Symix Reynosa,progress,db,raw,6857,387,63.1835,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6208,Symix Reynosa,progress,db,hive,240,21,48.9524,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6209,Symix Reynosa,progress,db,raw,7165,387,65.6693,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6210,Symix Reynosa,progress,db,raw,7107,387,66.5917,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6211,Symix Reynosa,progress,db,hive,391,21,88.0952,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6212,Symix Reynosa,progress,db,raw,6620,387,62.1886,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6213,Symix Reynosa,progress,db,hive,432,21,91.0000,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6214,Symix Reynosa,progress,db,raw,6547,387,62.4160,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6215,Symix Reynosa,progress,db,hive,444,21,95.1905,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6216,Symix Reynosa,progress,db,raw,6717,387,63.2661,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6217,Symix Reynosa,progress,db,hive,163,21,31.7619,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6218,Symix Reynosa,progress,db,raw,6597,387,60.5891,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6219,Symix Reynosa,progress,db,hive,176,21,36.0952,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6220,Symix Reynosa,progress,db,raw,6527,387,61.6615,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6221,Symix Reynosa,progress,db,hive,210,21,35.0000,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6222,Symix Reynosa,progress,db,raw,6509,387,60.4574,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6223,Symix Reynosa,progress,db,hive,158,21,31.3810,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6224,Symix Reynosa,progress,db,raw,6582,387,61.4057,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6225,Symix Reynosa,progress,db,hive,164,21,32.0952,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6226,Symix Reynosa,progress,db,raw,6911,387,63.1860,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6227,Symix Reynosa,progress,db,hive,178,21,32.2857,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6228,Symix Reynosa,progress,db,raw,6760,387,66.5142,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6229,Symix Reynosa,progress,db,hive,223,21,40.0952,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6230,Symix Reynosa,progress,db,raw,7185,387,67.1085,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6231,Symix Reynosa,progress,db,hive,246,21,39.8095,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6232,Symix Reynosa,progress,db,raw,9585,387,79.2532,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6233,Symix Reynosa,progress,db,hive,158,21,32.0476,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6234,Symix Reynosa,progress,db,raw,7193,387,65.5245,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6235,Symix Reynosa,progress,db,hive,505,21,98.6190,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6236,Symix Reynosa,progress,db,raw,13091,387,82.6899,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6237,Symix Reynosa,progress,db,hive,316,21,49.3333,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6238,Symix Reynosa,progress,db,raw,7318,387,66.9612,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6239,Symix Reynosa,progress,db,hive,2110,21,403.2857,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6240,Symix Reynosa,progress,db,raw,6952,387,64.2041,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6241,Symix Reynosa,progress,db,hive,323,21,49.5714,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6242,Symix Reynosa,progress,db,raw,8341,387,71.9147,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6243,Symix Reynosa,progress,db,hive,2426,21,376.8571,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6244,Symix Reynosa,progress,db,raw,7431,387,68.1835,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6245,Symix Reynosa,progress,db,hive,3126,21,454.3810,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6246,Symix Reynosa,progress,db,raw,8330,387,81.7003,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6247,Symix Reynosa,progress,db,hive,2061,21,444.9048,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6248,Symix Reynosa,progress,db,raw,12738,387,103.8010,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6249,Symix Reynosa,progress,db,hive,2601,21,384.3333,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6250,Symix Reynosa,progress,db,raw,7096,387,65.5116,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6251,Symix Reynosa,progress,db,hive,3830,21,430.6667,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6252,Symix Reynosa,progress,db,raw,6688,387,62.9716,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6253,Symix Reynosa,progress,db,hive,215,21,39.4762,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6254,Symix Reynosa,progress,db,raw,6745,387,63.3282,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6255,Symix Reynosa,progress,db,hive,176,21,36.2857,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6256,Symix Reynosa,progress,db,raw,6814,387,63.8786,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6257,Symix Reynosa,progress,db,hive,217,21,38.7619,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6258,Symix Reynosa,progress,db,raw,12065,387,80.4057,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6259,Symix Reynosa,progress,db,hive,222,21,36.8571,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6260,Symix Reynosa,progress,db,raw,7150,387,67.0672,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6261,Symix Reynosa,progress,db,hive,256,24,41.8333,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6262,Symix Reynosa,progress,db,raw,6142,369,54.3902,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6263,Symix Reynosa,progress,db,hive,258,24,47.9167,712.871794872,3830.0,158.0,943.039091,99.242822379,301.513513514,25.6666666667
6264,Symix Reynosa,progress,db,raw,5227,369,50.5501,8071.85,18821.0,5227.0,2665.41985952,71.7538748969,5334.08108108,22.1891891892
6265,Symix Pharr1,progress,db,hive,237,21,44.5238,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6266,Symix Pharr1,progress,db,raw,4862,387,45.3256,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6267,Symix Pharr1,progress,db,hive,489,21,104.5714,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6268,Symix Pharr1,progress,db,raw,4448,387,41.6098,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6269,Symix Pharr1,progress,db,hive,290,21,55.4286,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6270,Symix Pharr1,progress,db,raw,4555,387,41.4315,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6271,Symix Pharr1,progress,db,hive,687,21,134.4286,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6272,Symix Pharr1,progress,db,raw,5760,387,48.5401,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6273,Symix Pharr1,progress,db,hive,939,21,169.2381,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6274,Symix Pharr1,progress,db,raw,5383,387,55.3023,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6275,Symix Pharr1,progress,db,hive,1446,21,294.2381,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6276,Symix Pharr1,progress,db,raw,4943,387,43.1731,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6277,Symix Pharr1,progress,db,hive,694,21,145.6190,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6278,Symix Pharr1,progress,db,raw,4705,387,42.5969,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6279,Symix Pharr1,progress,db,hive,574,21,130.0476,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6280,Symix Pharr1,progress,db,raw,4668,387,43.4470,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6281,Symix Pharr1,progress,db,hive,526,21,117.8571,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6282,Symix Pharr1,progress,db,raw,4573,387,42.0207,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6283,Symix Pharr1,progress,db,hive,469,21,103.3810,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6284,Symix Pharr1,progress,db,raw,4488,387,41.7984,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6285,Symix Pharr1,progress,db,hive,414,21,92.3810,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6286,Symix Pharr1,progress,db,raw,4447,387,41.0439,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6287,Symix Pharr1,progress,db,hive,919,21,199.8571,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6288,Symix Pharr1,progress,db,raw,4515,387,42.0233,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6289,Symix Pharr1,progress,db,hive,185,21,36.7619,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6290,Symix Pharr1,progress,db,raw,4299,387,40.3643,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6291,Symix Pharr1,progress,db,hive,229,21,37.9524,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6292,Symix Pharr1,progress,db,raw,4388,387,40.8450,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6293,Symix Pharr1,progress,db,hive,172,21,35.6667,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6294,Symix Pharr1,progress,db,raw,4343,387,39.6150,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6295,Symix Pharr1,progress,db,hive,189,21,35.4762,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6296,Symix Pharr1,progress,db,raw,4423,387,40.2610,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6297,Symix Pharr1,progress,db,hive,218,21,37.8571,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6298,Symix Pharr1,progress,db,raw,4484,387,43.0672,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6299,Symix Pharr1,progress,db,hive,240,21,37.7143,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6300,Symix Pharr1,progress,db,raw,4561,387,43.7235,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6301,Symix Pharr1,progress,db,hive,195,21,36.0000,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6302,Symix Pharr1,progress,db,raw,4469,387,41.5943,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6303,Symix Pharr1,progress,db,hive,219,21,36.4286,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6304,Symix Pharr1,progress,db,raw,4944,387,46.7494,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6305,Symix Pharr1,progress,db,hive,163,21,34.3333,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
6306,Symix Pharr1,progress,db,raw,4593,387,42.5090,4625.225,5760.0,3122.0,365.743044192,45.8679661322,2790.8,22.3783783784
6307,Symix Pharr1,progress,db,hive,209,21,35.1429,458.475,2223.0,163.0,450.673328892,75.4495406737,213.914285714,27.5
